[2025-07-03 16:20:53] High Memory usage: 265.87MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 265.87MB | Parent: explorer.exe
[2025-07-03 16:20:53] High Memory usage: 107.61MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.61MB | Parent: sihost.exe
[2025-07-03 16:20:57] High CPU usage: 1127.70% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1127.70% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:21:04] High Memory usage: 211.36MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 211.36MB | Parent: System
[2025-07-03 16:21:05] High Memory usage: 223.55MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 223.55MB | Parent: svchost.exe
[2025-07-03 16:21:08] High Memory usage: 217.88MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 217.88MB | Parent: services.exe
[2025-07-03 16:21:08] High Memory usage: 103.36MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.36MB | Parent: svchost.exe
[2025-07-03 16:21:10] High Memory usage: 119.15MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 119.15MB | Parent: explorer.exe
[2025-07-03 16:21:11] High Memory usage: 304.59MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 304.59MB | Parent: Zombie
[2025-07-03 16:21:12] High Memory usage: 113.08MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 113.08MB | Parent: msedgewebview2.exe
[2025-07-03 16:21:14] High Memory usage: 274.17MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 274.17MB | Parent: ChatGPT.exe
[2025-07-03 16:21:16] High Memory usage: 265.87MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 265.87MB | Parent: explorer.exe
[2025-07-03 16:21:17] High Memory usage: 107.61MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.61MB | Parent: sihost.exe
[2025-07-03 16:21:20] High CPU usage: 1026.10% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1026.10% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:21:27] High Memory usage: 210.36MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 210.36MB | Parent: System
[2025-07-03 16:21:28] High Memory usage: 223.53MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 223.53MB | Parent: svchost.exe
[2025-07-03 16:21:31] High CPU usage: 62.40% | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 62.40% | Memory: 221.79MB | Parent: services.exe
[2025-07-03 16:21:31] High Memory usage: 221.79MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 62.40% | Memory: 221.79MB | Parent: services.exe
[2025-07-03 16:21:31] High Memory usage: 103.36MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.36MB | Parent: svchost.exe
[2025-07-03 16:21:34] High Memory usage: 119.11MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 119.11MB | Parent: explorer.exe
[2025-07-03 16:21:34] High Memory usage: 304.31MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 304.31MB | Parent: Zombie
[2025-07-03 16:21:36] High Memory usage: 113.08MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 113.08MB | Parent: msedgewebview2.exe
[2025-07-03 16:21:37] High Memory usage: 274.29MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 274.29MB | Parent: ChatGPT.exe
[2025-07-03 16:21:39] High Memory usage: 265.87MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 265.87MB | Parent: explorer.exe
[2025-07-03 16:21:40] High Memory usage: 107.61MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.61MB | Parent: sihost.exe
[2025-07-03 16:21:43] High CPU usage: 1159.20% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1159.20% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:21:50] High Memory usage: 208.84MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 208.84MB | Parent: System
[2025-07-03 16:21:51] High Memory usage: 223.53MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 223.53MB | Parent: svchost.exe
[2025-07-03 16:21:54] High Memory usage: 223.87MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 223.87MB | Parent: services.exe
[2025-07-03 16:21:55] High Memory usage: 103.36MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.36MB | Parent: svchost.exe
[2025-07-03 16:21:57] High Memory usage: 119.12MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 119.12MB | Parent: explorer.exe
[2025-07-03 16:21:57] High Memory usage: 303.51MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 303.51MB | Parent: Zombie
[2025-07-03 16:21:59] High Memory usage: 113.08MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 113.08MB | Parent: msedgewebview2.exe
[2025-07-03 16:22:01] High Memory usage: 274.27MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 274.27MB | Parent: ChatGPT.exe
[2025-07-03 16:22:03] High Memory usage: 265.82MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 265.82MB | Parent: explorer.exe
[2025-07-03 16:22:04] High Memory usage: 107.59MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.59MB | Parent: sihost.exe
[2025-07-03 16:22:07] High CPU usage: 977.00% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 977.00% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:22:14] High CPU usage: 62.20% | PID: 3884 | Name: svchost.exe | Path: C:\Windows\System32\svchost.exe | CPU: 62.20% | Memory: 17.65MB | Parent: services.exe
[2025-07-03 16:22:14] High Memory usage: 208.07MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 208.07MB | Parent: System
[2025-07-03 16:22:15] High Memory usage: 222.23MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 222.23MB | Parent: svchost.exe
[2025-07-03 16:22:18] High Memory usage: 213.75MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 213.75MB | Parent: services.exe
[2025-07-03 16:22:19] High Memory usage: 103.25MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.25MB | Parent: svchost.exe
[2025-07-03 16:22:19] High CPU usage: 153.70% | PID: 6572 | Name: WmiPrvSE.exe | Path: C:\Windows\System32\wbem\WmiPrvSE.exe | CPU: 153.70% | Memory: 26.63MB | Parent: svchost.exe
[2025-07-03 16:22:21] High Memory usage: 118.92MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 118.92MB | Parent: explorer.exe
[2025-07-03 16:22:21] High Memory usage: 299.21MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 299.21MB | Parent: Zombie
[2025-07-03 16:22:23] High Memory usage: 103.33MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 103.33MB | Parent: msedgewebview2.exe
[2025-07-03 16:22:24] High Memory usage: 166.44MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 166.44MB | Parent: ChatGPT.exe
[2025-07-03 16:22:27] High Memory usage: 233.53MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 233.53MB | Parent: explorer.exe
[2025-07-03 16:22:27] High Memory usage: 107.59MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.59MB | Parent: sihost.exe
[2025-07-03 16:22:31] High CPU usage: 1216.80% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1216.80% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:22:37] High Memory usage: 206.90MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 206.90MB | Parent: System
[2025-07-03 16:22:38] High Memory usage: 222.23MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 222.23MB | Parent: svchost.exe
[2025-07-03 16:22:41] High Memory usage: 215.04MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 215.04MB | Parent: services.exe
[2025-07-03 16:22:42] High Memory usage: 103.25MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.25MB | Parent: svchost.exe
[2025-07-03 16:22:43] High CPU usage: 108.80% | PID: 6572 | Name: WmiPrvSE.exe | Path: C:\Windows\System32\wbem\WmiPrvSE.exe | CPU: 108.80% | Memory: 25.81MB | Parent: svchost.exe
[2025-07-03 16:22:44] High Memory usage: 118.94MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 118.94MB | Parent: explorer.exe
[2025-07-03 16:22:44] High Memory usage: 299.21MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 299.21MB | Parent: Zombie
[2025-07-03 16:22:46] High Memory usage: 103.33MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 103.33MB | Parent: msedgewebview2.exe
[2025-07-03 16:22:48] High Memory usage: 166.43MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 15.50% | Memory: 166.43MB | Parent: ChatGPT.exe
[2025-07-03 16:22:50] High Memory usage: 234.30MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 234.30MB | Parent: explorer.exe
[2025-07-03 16:22:51] High Memory usage: 107.59MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.59MB | Parent: sihost.exe
[2025-07-03 16:22:54] High CPU usage: 1048.20% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1048.20% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:23:00] High Memory usage: 206.52MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 206.52MB | Parent: System
[2025-07-03 16:23:01] High Memory usage: 222.22MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 222.22MB | Parent: svchost.exe
[2025-07-03 16:23:04] High Memory usage: 212.60MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 212.60MB | Parent: services.exe
[2025-07-03 16:23:05] High Memory usage: 103.25MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.25MB | Parent: svchost.exe
[2025-07-03 16:23:07] High Memory usage: 118.94MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 118.94MB | Parent: explorer.exe
[2025-07-03 16:23:07] High Memory usage: 299.46MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 299.46MB | Parent: Zombie
[2025-07-03 16:23:09] High Memory usage: 103.33MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 103.33MB | Parent: msedgewebview2.exe
[2025-07-03 16:23:11] High Memory usage: 166.61MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 166.61MB | Parent: ChatGPT.exe
[2025-07-03 16:23:13] High Memory usage: 230.83MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 230.83MB | Parent: explorer.exe
[2025-07-03 16:23:14] High Memory usage: 107.65MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 107.65MB | Parent: sihost.exe
[2025-07-03 16:23:17] High CPU usage: 1210.70% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1210.70% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:23:24] High Memory usage: 206.03MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 206.03MB | Parent: System
[2025-07-03 16:23:25] High Memory usage: 222.22MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 222.22MB | Parent: svchost.exe
[2025-07-03 16:23:27] High Memory usage: 212.46MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 212.46MB | Parent: services.exe
[2025-07-03 16:23:28] High Memory usage: 103.27MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.27MB | Parent: svchost.exe
[2025-07-03 16:23:30] High Memory usage: 119.00MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 119.00MB | Parent: explorer.exe
[2025-07-03 16:23:30] High Memory usage: 299.23MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 299.23MB | Parent: Zombie
[2025-07-03 16:23:32] High Memory usage: 103.17MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 103.17MB | Parent: msedgewebview2.exe
[2025-07-03 16:23:34] High Memory usage: 166.66MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 166.66MB | Parent: ChatGPT.exe
[2025-07-03 16:23:36] High CPU usage: 31.10% | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 31.10% | Memory: 221.22MB | Parent: explorer.exe
[2025-07-03 16:23:36] High Memory usage: 221.22MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 31.10% | Memory: 221.22MB | Parent: explorer.exe
[2025-07-03 16:23:37] High Memory usage: 106.94MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 106.94MB | Parent: sihost.exe
[2025-07-03 16:23:40] High CPU usage: 1148.60% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1148.60% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:23:46] High Memory usage: 204.71MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 204.71MB | Parent: System
[2025-07-03 16:23:48] High Memory usage: 220.04MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 220.04MB | Parent: svchost.exe
[2025-07-03 16:23:51] High Memory usage: 219.18MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 219.18MB | Parent: services.exe
[2025-07-03 16:23:51] High Memory usage: 103.27MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.27MB | Parent: svchost.exe
[2025-07-03 16:23:53] High Memory usage: 117.44MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 117.44MB | Parent: explorer.exe
[2025-07-03 16:23:54] High Memory usage: 298.60MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 15.50% | Memory: 298.60MB | Parent: Zombie
[2025-07-03 16:23:55] High Memory usage: 103.17MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 103.17MB | Parent: msedgewebview2.exe
[2025-07-03 16:23:57] High Memory usage: 166.75MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 166.75MB | Parent: ChatGPT.exe
[2025-07-03 16:23:59] High Memory usage: 221.22MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 221.22MB | Parent: explorer.exe
[2025-07-03 16:24:00] High Memory usage: 106.94MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 106.94MB | Parent: sihost.exe
[2025-07-03 16:24:03] High CPU usage: 1195.00% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1195.00% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:24:10] High Memory usage: 239.43MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 239.43MB | Parent: System
[2025-07-03 16:24:11] High Memory usage: 220.04MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 220.04MB | Parent: svchost.exe
[2025-07-03 16:24:14] High Memory usage: 207.95MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 207.95MB | Parent: services.exe
[2025-07-03 16:24:14] High Memory usage: 103.27MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.27MB | Parent: svchost.exe
[2025-07-03 16:24:17] High Memory usage: 117.46MB | PID: 7924 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 117.46MB | Parent: explorer.exe
[2025-07-03 16:24:17] High Memory usage: 298.62MB | PID: 8080 | Name: explorer.exe | Path: C:\Windows\explorer.exe | CPU: 0.00% | Memory: 298.62MB | Parent: Zombie
[2025-07-03 16:24:19] High Memory usage: 103.17MB | PID: 10096 | Name: msedgewebview2.exe | Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe | CPU: 0.00% | Memory: 103.17MB | Parent: msedgewebview2.exe
[2025-07-03 16:24:20] High Memory usage: 166.86MB | PID: 11940 | Name: ChatGPT.exe | Path: C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.153.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe | CPU: 0.00% | Memory: 166.86MB | Parent: ChatGPT.exe
[2025-07-03 16:24:22] High Memory usage: 221.24MB | PID: 14768 | Name: Grammarly.Desktop.exe | Path: C:\Users\syeda\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe | CPU: 0.00% | Memory: 221.24MB | Parent: explorer.exe
[2025-07-03 16:24:23] High Memory usage: 106.94MB | PID: 16196 | Name: Copilot.exe | Path: C:\Program Files\WindowsApps\Microsoft.Copilot_1.25062.106.0_x64__8wekyb3d8bbwe\Copilot.exe | CPU: 0.00% | Memory: 106.94MB | Parent: sihost.exe
[2025-07-03 16:24:26] High CPU usage: 1191.80% | PID: 0 | Name: System Idle Process | Path: Access Denied | CPU: 1191.80% | Memory: 0.01MB | Parent: Unknown
[2025-07-03 16:24:33] High Memory usage: 237.57MB | PID: 4000 | Name: MemCompression | Path: MemCompression | CPU: 0.00% | Memory: 237.57MB | Parent: System
[2025-07-03 16:24:34] High Memory usage: 220.04MB | PID: 4344 | Name: TextInputHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe | CPU: 0.00% | Memory: 220.04MB | Parent: svchost.exe
[2025-07-03 16:24:37] High CPU usage: 62.10% | PID: 5160 | Name: svchost.exe | Path: C:\Windows\System32\svchost.exe | CPU: 62.10% | Memory: 18.43MB | Parent: services.exe
[2025-07-03 16:24:37] High Memory usage: 205.54MB | PID: 5204 | Name: MsMpEng.exe | Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe | CPU: 0.00% | Memory: 205.54MB | Parent: services.exe
[2025-07-03 16:24:38] High Memory usage: 103.27MB | PID: 5508 | Name: SearchHost.exe | Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe | CPU: 0.00% | Memory: 103.27MB | Parent: svchost.exe
